Lagernummer;Lagerplatz;Aktivität;Fortlaufende Nummer;Aktivitätsbereich;Lagertyp;Lagerbereich;Lagerplatzgang;Sortierreihenfolge;Entfernung zum Start des Gangs;Ganglänge;Folgegang;Enfernung zum Folgegang;Konsolidierungsgrup.;Nachrichtenzeile
4901;KL37001  P01;REPM;1;FL3;KL3;;7;70000;;;;;;
4901;KL37001  P02;REPM;2;FL3;KL3;;7;70001;;;;;;
4901;KL37001  P03;REPM;3;FL3;KL3;;7;70002;;;;;;
4901;KL37001  P04;REPM;4;FL3;KL3;;7;70003;;;;;;
4901;KL37001  P05;REPM;5;FL3;KL3;;7;70004;;;;;;
4901;KL37001  P05 ;REPM;6;FL3;KL3;;7;70005;;;;;;
4901;KL37001  P06;REPM;7;FL3;KL3;;7;70006;;;;;;
4901;KL37001  P06 ;REPM;8;FL3;KL3;;7;70007;;;;;;
4901;KL37001  P07;REPM;9;FL3;KL3;;7;70008;;;;;;
4901;KL37001  P08;REPM;10;FL3;KL3;;7;70009;;;;;;
4901;KL37001  P08 ;REPM;11;FL3;KL3;;7;70010;;;;;;
4901;KL37001  P09;REPM;12;FL3;KL3;;7;70011;;;;;;
4901;KL37002  P01;REPM;13;FL3;KL3;;7;70012;;;;;;
4901;KL37002  P02;REPM;14;FL3;KL3;;7;70013;;;;;;
4901;KL37002  P03;REPM;15;FL3;KL3;;7;70014;;;;;;
4901;KL37002  P04;REPM;16;FL3;KL3;;7;70015;;;;;;
4901;KL37002  P05;REPM;17;FL3;KL3;;7;70016;;;;;;
4901;KL37002  P05 ;REPM;18;FL3;KL3;;7;70017;;;;;;
4901;KL37002  P06;REPM;19;FL3;KL3;;7;70018;;;;;;
4901;KL37002  P06 ;REPM;20;FL3;KL3;;7;70019;;;;;;
4901;KL37002  P07;REPM;21;FL3;KL3;;7;70020;;;;;;
4901;KL37002  P07 ;REPM;22;FL3;KL3;;7;70021;;;;;;
4901;KL37003  A01;REPM;23;FL3;KL3;;7;70022;;;;;;
4901;KL37003  A02;REPM;24;FL3;KL3;;7;70023;;;;;;
4901;KL37003  A02 ;REPM;25;FL3;KL3;;7;70024;;;;;;
4901;KL37003  A03;REPM;26;FL3;KL3;;7;70025;;;;;;
4901;KL37004  A01;REPM;27;FL3;KL3;;7;70026;;;;;;
4901;KL37004  A02;REPM;28;FL3;KL3;;7;70027;;;;;;
4901;KL37004  A02 ;REPM;29;FL3;KL3;;7;70028;;;;;;
4901;KL37004  A03;REPM;30;FL3;KL3;;7;70029;;;;;;
4901;KL37005  A01;REPM;31;FL3;KL3;;7;70030;;;;;;
4901;KL37005  A02;REPM;32;FL3;KL3;;7;70031;;;;;;
4901;KL37005  A02 ;REPM;33;FL3;KL3;;7;70032;;;;;;
4901;KL37005  A03;REPM;34;FL3;KL3;;7;70033;;;;;;
4901;KL37006  A01;REPM;35;FL3;KL3;;7;70034;;;;;;
4901;KL37006  A01 ;REPM;36;FL3;KL3;;7;70035;;;;;;
4901;KL37006  A02;REPM;37;FL3;KL3;;7;70036;;;;;;
4901;KL37006  A02 ;REPM;38;FL3;KL3;;7;70037;;;;;;
4901;KL37006  A03;REPM;39;FL3;KL3;;7;70038;;;;;;
4901;KL37007  A01;REPM;40;FL3;KL3;;7;70039;;;;;;
4901;KL37007  A02;REPM;41;FL3;KL3;;7;70040;;;;;;
4901;KL37007  A03;REPM;42;FL3;KL3;;7;70041;;;;;;
4901;KL37007  A04;REPM;43;FL3;KL3;;7;70042;;;;;;
4901;KL37007  A05;REPM;44;FL3;KL3;;7;70043;;;;;;
4901;KL37007  A06;REPM;45;FL3;KL3;;7;70044;;;;;;
4901;KL37007  B01;REPM;46;FL3;KL3;;7;70045;;;;;;
4901;KL37007  B02;REPM;47;FL3;KL3;;7;70046;;;;;;
4901;KL37007  B03;REPM;48;FL3;KL3;;7;70047;;;;;;
4901;KL37007  B04;REPM;49;FL3;KL3;;7;70048;;;;;;
4901;KL37007  B05;REPM;50;FL3;KL3;;7;70049;;;;;;
4901;KL37007  C01;REPM;51;FL3;KL3;;7;70050;;;;;;
4901;KL37007  C02;REPM;52;FL3;KL3;;7;70051;;;;;;
4901;KL37007  C03;REPM;53;FL3;KL3;;7;70052;;;;;;
4901;KL37007  C04;REPM;54;FL3;KL3;;7;70053;;;;;;
4901;KL37007  C05;REPM;55;FL3;KL3;;7;70054;;;;;;
4901;KL37007  D01;REPM;56;FL3;KL3;;7;70055;;;;;;
4901;KL37007  D02;REPM;57;FL3;KL3;;7;70056;;;;;;
4901;KL37007  D03;REPM;58;FL3;KL3;;7;70057;;;;;;
4901;KL37007  D04;REPM;59;FL3;KL3;;7;70058;;;;;;
4901;KL37007  D05;REPM;60;FL3;KL3;;7;70059;;;;;;
4901;KL37008  A01;REPM;61;FL3;KL3;;7;70060;;;;;;
4901;KL37008  A02;REPM;62;FL3;KL3;;7;70061;;;;;;
