Lagernummer;Lagerplatz;Aktivität;Fortlaufende Nummer;Aktivitätsbereich;Lagertyp;Lagerbereich;Lagerplatzgang;Sortierreihenfolge;Entfernung zum Start des Gangs;Ganglänge;Folgegang;Enfernung zum Folgegang;Konsolidierungsgrup.;Nachrichtenzeile
4901;DF1;PTWY;1;KL1P;DF1;;;1;;;;;;
4901;UP1-01;PTWY;2;KL1P;ÜP;;;2;;;;;;
4901;UP1-02;PTWY;3;KL1P;ÜP;;;3;;;;;;
4901;UP1-03;PTWY;4;KL1P;ÜP;;;4;;;;;;
4901;UP1-04;PTWY;5;KL1P;ÜP;;;5;;;;;;
4901;UP1-05;PTWY;6;KL1P;ÜP;;;6;;;;;;
4901;UP1-06;PTWY;7;KL1P;ÜP;;;7;;;;;;
4901;UP1-07;PTWY;8;KL1P;ÜP;;;8;;;;;;
4901;UP1-08;PTWY;9;KL1P;ÜP;;;9;;;;;;
4901;UP1-09;PTWY;10;KL1P;ÜP;;;10;;;;;;
4901;UP1-10;PTWY;11;KL1P;ÜP;;;11;;;;;;
4901;UP1-11;PTWY;12;KL1P;ÜP;;;12;;;;;;
4901;UP1-12;PTWY;13;KL1P;ÜP;;;13;;;;;;
4901;UP1-13;PTWY;14;KL1P;ÜP;;;14;;;;;;
4901;UP1-14;PTWY;15;KL1P;ÜP;;;15;;;;;;
4901;UP1-15;PTWY;16;KL1P;ÜP;;;16;;;;;;
4901;UP1-16;PTWY;17;KL1P;ÜP;;;17;;;;;;
4901;UP1-17;PTWY;18;KL1P;ÜP;;;18;;;;;;
4901;UP1-18;PTWY;19;KL1P;ÜP;;;19;;;;;;
4901;UP1-19;PTWY;20;KL1P;ÜP;;;20;;;;;;
4901;UP1-20;PTWY;21;KL1P;ÜP;;;21;;;;;;
4901;UP1-21;PTWY;22;KL1P;ÜP;;;22;;;;;;
4901;UP1-22;PTWY;23;KL1P;ÜP;;;23;;;;;;
4901;UP1-23;PTWY;24;KL1P;ÜP;;;24;;;;;;
4901;UP1-24;PTWY;25;KL1P;ÜP;;;25;;;;;;
4901;UP1-25;PTWY;26;KL1P;ÜP;;;26;;;;;;
4901;UP1-26;PTWY;27;KL1P;ÜP;;;27;;;;;;
4901;UP1-27;PTWY;28;KL1P;ÜP;;;28;;;;;;
4901;UP1-28;PTWY;29;KL1P;ÜP;;;29;;;;;;
4901;UP1-29;PTWY;30;KL1P;ÜP;;;30;;;;;;
4901;UP1-30;PTWY;31;KL1P;ÜP;;;31;;;;;;
4901;UP1-31;PTWY;32;KL1P;ÜP;;;32;;;;;;
4901;UP1-32;PTWY;33;KL1P;ÜP;;;33;;;;;;
4901;UP1-33;PTWY;34;KL1P;ÜP;;;34;;;;;;
4901;UP1-34;PTWY;35;KL1P;ÜP;;;35;;;;;;
4901;UP1-35;PTWY;36;KL1P;ÜP;;;36;;;;;;
4901;UP1-36;PTWY;37;KL1P;ÜP;;;37;;;;;;
4901;UP1-37;PTWY;38;KL1P;ÜP;;;38;;;;;;
4901;UP1-38;PTWY;39;KL1P;ÜP;;;39;;;;;;
4901;UP1-39;PTWY;40;KL1P;ÜP;;;40;;;;;;
4901;UP1-40;PTWY;41;KL1P;ÜP;;;41;;;;;;
4901;UP1-41;PTWY;42;KL1P;ÜP;;;42;;;;;;
4901;UP1-42;PTWY;43;KL1P;ÜP;;;43;;;;;;
4901;UP1-43;PTWY;44;KL1P;ÜP;;;44;;;;;;
4901;UP1-44;PTWY;45;KL1P;ÜP;;;45;;;;;;
4901;UP1-45;PTWY;46;KL1P;ÜP;;;46;;;;;;
4901;UP1-46;PTWY;47;KL1P;ÜP;;;47;;;;;;
4901;UP1-47;PTWY;48;KL1P;ÜP;;;48;;;;;;
4901;UP1-48;PTWY;49;KL1P;ÜP;;;49;;;;;;
4901;UP1-49;PTWY;50;KL1P;ÜP;;;50;;;;;;
4901;UP1-50;PTWY;51;KL1P;ÜP;;;51;;;;;;
4901;UP1-51;PTWY;52;KL1P;ÜP;;;52;;;;;;
4901;UP1-52;PTWY;53;KL1P;ÜP;;;53;;;;;;
4901;UP1-53;PTWY;54;KL1P;ÜP;;;54;;;;;;
4901;UP1-54;PTWY;55;KL1P;ÜP;;;55;;;;;;
4901;UP1-55;PTWY;56;KL1P;ÜP;;;56;;;;;;
